# W [GeV]    S_yy [GeV^-1]
1.000000e+01    9.516767e-04
1.047129e+01    8.906852e-04
1.096478e+01    8.333639e-04
1.148154e+01    7.795034e-04
1.202264e+01    7.289019e-04
1.258925e+01    6.813745e-04
1.318257e+01    6.367429e-04
1.380384e+01    5.948395e-04
1.445440e+01    5.555062e-04
1.513561e+01    5.185940e-04
1.584893e+01    4.839617e-04
1.659587e+01    4.514762e-04
1.737801e+01    4.210120e-04
1.819701e+01    3.924506e-04
1.905461e+01    3.656805e-04
1.995262e+01    3.405957e-04
2.089296e+01    3.170970e-04
2.187762e+01    2.950903e-04
2.290868e+01    2.744867e-04
2.398833e+01    2.552031e-04
2.511886e+01    2.371604e-04
2.630268e+01    2.202843e-04
2.754229e+01    2.045048e-04
2.884032e+01    1.897557e-04
3.019952e+01    1.759748e-04
3.162278e+01    1.631031e-04
3.311311e+01    1.510854e-04
3.467369e+01    1.398696e-04
3.630781e+01    1.294065e-04
3.801894e+01    1.196500e-04
3.981072e+01    1.105556e-04
4.168694e+01    1.020832e-04
4.365158e+01    9.419348e-05
4.570882e+01    8.685027e-05
4.786301e+01    8.001905e-05
5.011872e+01    7.366785e-05
5.248075e+01    6.776547e-05
5.495409e+01    6.228398e-05
5.754399e+01    5.719621e-05
6.025596e+01    5.247679e-05
6.309573e+01    4.810192e-05
6.606934e+01    4.404906e-05
6.918310e+01    4.029723e-05
7.244360e+01    3.682652e-05
7.585776e+01    3.361829e-05
7.943282e+01    3.065503e-05
8.317638e+01    2.792026e-05
8.709636e+01    2.539849e-05
9.120108e+01    2.307529e-05
9.549926e+01    2.093691e-05
1.000000e+02    1.897069e-05
1.047129e+02    1.716430e-05
1.096478e+02    1.550677e-05
1.148154e+02    1.398743e-05
1.202264e+02    1.259652e-05
1.258925e+02    1.132433e-05
1.318257e+02    1.016255e-05
1.380384e+02    9.102857e-06
1.445440e+02    8.137694e-06
1.513561e+02    7.259895e-06
1.584893e+02    6.462771e-06
1.659587e+02    5.740086e-06
1.737801e+02    5.085991e-06
1.819701e+02    4.495072e-06
1.905461e+02    3.962180e-06
1.995262e+02    3.482640e-06
2.089296e+02    3.052147e-06
2.187762e+02    2.666139e-06
2.290868e+02    2.321244e-06
2.398833e+02    2.013716e-06
2.511886e+02    1.740295e-06
2.630268e+02    1.497893e-06
2.754229e+02    1.283587e-06
2.884032e+02    1.094819e-06
3.019952e+02    9.291528e-07
3.162278e+02    7.842967e-07
3.311311e+02    6.581810e-07
3.467369e+02    5.488942e-07
3.630781e+02    4.546789e-07
3.801894e+02    3.738721e-07
3.981072e+02    3.049425e-07
4.168694e+02    2.465368e-07
4.365158e+02    1.973779e-07
4.570882e+02    1.562992e-07
4.786301e+02    1.222910e-07
5.011872e+02    9.436353e-08
5.248075e+02    7.171007e-08
5.495409e+02    5.353788e-08
5.754399e+02    3.917953e-08
6.025596e+02    2.802592e-08
6.309573e+02    1.951797e-08
6.606934e+02    1.317063e-08
6.918310e+02    8.563886e-09
7.244360e+02    5.328369e-09
7.585776e+02    3.137237e-09
7.943282e+02    1.727568e-09
8.317638e+02    8.712300e-10
8.709636e+02    3.917890e-10
9.120108e+02    1.501653e-10
9.549926e+02    4.545511e-11
1.000000e+03    9.358611e-12
